settled_at,adapter,ticker,metal,side,count,fill_price,fee,fair_at_entry,result,pnl,tag,cash_after
2026-09-13T15:16:01Z,shadow,KXBTC15M-26SEP131115-15,btc,no,16,0.67,0.25,0.33,no,5.03,poly_book,283.16
2026-09-13T15:16:01Z,shadow,KXETH15M-26SEP131115-15,eth,no,14,0.76,0.18,0.24,no,3.18,poly_book,297.16
2026-09-13T15:31:00Z,shadow,KXETH15M-26SEP131130-30,eth,no,15,0.75,0.2,0.25,no,3.55,poly_book,289.88
2026-09-13T15:31:00Z,shadow,KXBTC15M-26SEP131130-30,btc,no,17,0.62,0.29,0.38,no,6.17,poly_book,306.88
2026-09-13T15:46:00Z,shadow,KXBTC15M-26SEP131145-45,btc,yes,18,0.63,0.3,0.63,yes,6.36,poly_book,302.11
2026-09-13T15:46:00Z,shadow,KXETH15M-26SEP131145-45,eth,yes,16,0.68,0.25,0.68,yes,4.87,poly_book,318.11
2026-09-13T16:01:01Z,shadow,KXBTC15M-26SEP131200-00,btc,no,19,0.63,0.32,0.37,no,6.71,poly_book,312.72
2026-09-13T16:01:01Z,shadow,KXETH15M-26SEP131200-00,eth,no,19,0.62,0.32,0.38,yes,-12.1,poly_book,312.72
2026-09-13T16:16:00Z,shadow,KXBTC15M-26SEP131215-15,btc,yes,19,0.64,0.31,0.64,yes,6.53,poly_book,307.43
2026-09-13T16:16:00Z,shadow,KXETH15M-26SEP131215-15,eth,yes,18,0.64,0.3,0.64,yes,6.18,poly_book,325.43
